256 ,256,0,0.150000
256 ,128,1,0.130000
256 ,64,2,0.150000
256 ,32,3,0.150000
256 ,16,4,0.140000
256 ,8,5,0.150000
256 ,4,6,0.150000
256 ,2,7,0.160000
256 ,1,8,0.150000
256 ,1,9,0.160000
256 ,1,10,0.150000
512,512,0,0.170000
512,256,1,0.150000
512,128,2,0.170000
512,64,3,0.160000
512,32,4,0.160000
512,16,5,0.160000
512,8,6,0.160000
512,4,7,0.160000
512,2,8,0.170000
512,1,9,0.140000
512,1,10,0.130000
768,768,0,0.190000
768,384,1,0.170000
768,192,2,0.160000
768,96,3,0.150000
768,48,4,0.140000
768,24,5,0.150000
768,12,6,0.170000
768,6,7,0.160000
768,3,8,0.150000
768,2,9,0.150000
768,1,10,0.150000
1024 ,1024,0,0.180000
1024 ,512,1,0.180000
1024 ,256,2,0.170000
1024 ,128,3,0.170000
1024 ,64,4,0.170000
1024 ,32,5,0.170000
1024 ,16,6,0.160000
1024 ,8,7,0.160000
1024 ,4,8,0.140000
1024 ,2,9,0.170000
1024 ,1,10,0.160000
1280,1280,0,0.260000
1280,640,1,0.190000
1280,320,2,0.190000
1280,160,3,0.170000
1280,80,4,0.160000
1280,40,5,0.130000
1280,20,6,0.160000
1280,10,7,0.160000
1280,5,8,0.140000
1280,3,9,0.170000
1280,2,10,0.160000
1536,1536,0,0.320000
1536,768,1,0.190000
1536,384,2,0.160000
1536,192,3,0.160000
1536,96,4,0.180000
1536,48,5,0.180000
1536,24,6,0.170000
1536,12,7,0.160000
1536,6,8,0.160000
1536,3,9,0.180000
1536,2,10,0.170000
1792,1792,0,0.480000
1792,896,1,0.270000
1792,448,2,0.210000
1792,224,3,0.150000
1792,112,4,0.190000
1792,56,5,0.180000
1792,28,6,0.170000
1792,14,7,0.180000
1792,7,8,0.180000
1792,4,9,0.130000
1792,2,10,0.130000
2048,2048,0,0.570000
2048,1024,1,0.310000
2048,512,2,0.220000
2048,256,3,0.200000
2048,128,4,0.150000
2048,64,5,0.150000
2048,32,6,0.130000
2048,16,7,0.170000
2048,8,8,0.170000
2048,4,9,0.200000
2048,2,10,0.160000
2304,2304,0,0.830000
2304,1152,1,0.390000
2304,576,2,0.270000
2304,288,3,0.180000
2304,144,4,0.220000
2304,72,5,0.200000
2304,36,6,0.170000
2304,18,7,0.130000
2304,9,8,0.130000
2304,5,9,0.180000
2304,3,10,0.180000
2560,2560,0,1.090000
2560,1280,1,0.470000
2560,640,2,0.260000
2560,320,3,0.190000
2560,160,4,0.230000
2560,80,5,0.230000
2560,40,6,0.210000
2560,20,7,0.180000
2560,10,8,0.140000
2560,5,9,0.180000
2560,3,10,0.170000
2816,2816,0,1.330000
2816,1408,1,0.560000
2816,704,2,0.330000
2816,352,3,0.270000
2816,176,4,0.180000
2816,88,5,0.220000
2816,44,6,0.150000
2816,22,7,0.180000
2816,11,8,0.190000
2816,6,9,0.140000
2816,3,10,0.180000
3072,3072,0,1.720000
3072,1536,1,0.640000
3072,768,2,0.340000
3072,384,3,0.240000
3072,192,4,0.210000
3072,96,5,0.260000
3072,48,6,0.150000
3072,24,7,0.190000
3072,12,8,0.160000
3072,6,9,0.140000
3072,3,10,0.190000
3328,3328,0,2.100000
3328,1664,1,0.790000
3328,832,2,0.460000
3328,416,3,0.330000
3328,208,4,0.290000
3328,104,5,0.260000
3328,52,6,0.200000
3328,26,7,0.140000
3328,13,8,0.190000
3328,7,9,0.150000
3328,4,10,0.190000
3584,3584,0,2.600000
3584,1792,1,0.990000
3584,896,2,0.520000
3584,448,3,0.330000
3584,224,4,0.300000
3584,112,5,0.270000
3584,56,6,0.150000
3584,28,7,0.190000
3584,14,8,0.210000
3584,7,9,0.190000
3584,4,10,0.190000
3840,3840,0,3.210000
3840,1920,1,1.200000
3840,960,2,0.570000
3840,480,3,0.390000
3840,240,4,0.330000
3840,120,5,0.320000
3840,60,6,0.220000
3840,30,7,0.150000
3840,15,8,0.150000
3840,8,9,0.220000
3840,4,10,0.150000
4096,4096,0,3.860000
4096,2048,1,1.370000
4096,1024,2,0.670000
4096,512,3,0.430000
4096,256,4,0.350000
4096,128,5,0.270000
4096,64,6,0.200000
4096,32,7,0.210000
4096,16,8,0.210000
4096,8,9,0.160000
4096,4,10,0.210000
4352,4352,0,4.600000
4352,2176,1,1.610000
4352,1088,2,0.800000
4352,544,3,0.530000
4352,272,4,0.410000
4352,136,5,0.300000
4352,68,6,0.220000
4352,34,7,0.240000
4352,17,8,0.200000
4352,9,9,0.170000
4352,5,10,0.170000
4608,4608,0,5.390000
4608,2304,1,1.920000
4608,1152,2,0.870000
4608,576,3,0.550000
4608,288,4,0.430000
4608,144,5,0.330000
4608,72,6,0.220000
4608,36,7,0.230000
4608,18,8,0.210000
4608,9,9,0.170000
4608,5,10,0.220000
4864,4864,0,6.310000
4864,2432,1,2.180000
4864,1216,2,0.990000
4864,608,3,0.650000
4864,304,4,0.490000
4864,152,5,0.430000
4864,76,6,0.220000
4864,38,7,0.220000
4864,19,8,0.170000
4864,10,9,0.250000
4864,5,10,0.180000
5120,5120,0,7.400000
5120,2560,1,2.590000
5120,1280,2,1.180000
5120,640,3,0.660000
5120,320,4,0.500000
5120,160,5,0.410000
5120,80,6,0.230000
5120,40,7,0.240000
5120,20,8,0.250000
5120,10,9,0.180000
5120,5,10,0.230000
5376,5376,0,8.530000
5376,2688,1,2.930000
5376,1344,2,1.350000
5376,672,3,0.850000
5376,336,4,0.610000
5376,168,5,0.430000
5376,84,6,0.240000
5376,42,7,0.240000
5376,21,8,0.190000
